lemma,PoS,freq,perMil,length,syllable_count,phonological_complexity,age_group,frequency_category,difficulty
haloperidol,n,53,0.05,11,5,0,11-12,low,hard
verifiability,n,53,0.05,13,6,0,11-12,low,hard
depositary,n,53,0.05,10,5,0,11-12,low,hard
densification,n,52,0.05,13,5,0,11-12,low,hard
odoriferous,j,52,0.05,11,5,1,11-12,low,hard
internationalisation,n,52,0.05,20,8,1,11-12,low,hard
seductiveness,n,52,0.05,13,5,1,11-12,low,hard
unredeemable,j,51,0.05,12,5,1,11-12,low,hard
declamatory,j,51,0.05,11,5,0,11-12,low,hard
presumptuously,r,50,0.05,14,4,1,11-12,low,hard
alphabetized,j,50,0.05,12,5,2,11-12,low,hard
heterogeneously,r,49,0.05,15,6,1,11-12,low,hard
endocytosis,n,49,0.05,11,5,1,11-12,low,hard
cholecystitis,n,49,0.05,13,5,1,11-12,low,hard
disembarkation,n,49,0.05,14,5,0,11-12,low,hard
dysfunctionality,n,49,0.05,16,6,0,11-12,low,hard
perambulation,n,48,0.05,13,5,0,11-12,low,hard
observationally,r,48,0.05,15,6,0,11-12,low,hard
nonexperimental,j,48,0.05,15,6,1,11-12,low,hard
unexcavated,j,48,0.05,11,5,1,11-12,low,hard
remanufacture,v,47,0.05,13,5,0,11-12,low,hard
retroactivity,n,47,0.05,13,5,0,11-12,low,hard
disposability,n,47,0.05,13,6,0,11-12,low,hard
expressionlessly,r,47,0.05,16,5,0,11-12,low,hard
dendrochronology,n,47,0.05,16,6,2,11-12,low,hard
democratizer,n,46,0.05,12,5,0,11-12,low,hard
dispensationalism,n,46,0.05,17,6,0,11-12,low,hard
macroevolution,n,46,0.05,14,5,0,11-12,low,hard
semipermeable,j,46,0.05,13,5,0,11-12,low,hard
renegotiated,j,45,0.05,12,5,1,11-12,low,hard
musculocutaneous,j,45,0.05,16,6,1,11-12,low,hard
compulsiveness,n,44,0.04,14,5,0,11-12,low,hard
calculatedly,r,44,0.04,12,5,1,11-12,low,hard
airworthiness,n,44,0.04,13,4,0,11-12,low,hard
unembellished,j,44,0.04,13,5,2,11-12,low,hard
oxygenating,j,43,0.04,11,5,1,11-12,low,hard
neuroanatomy,n,43,0.04,12,5,0,11-12,low,hard
osteonecrosis,n,42,0.04,13,5,0,11-12,low,hard
interatomic,j,42,0.04,11,5,1,11-12,low,hard
horizontality,n,42,0.04,13,6,1,11-12,low,hard
